,TIME,DATASET,FEAT1,ENTITY,NDSIG1,NDSIG2,NDNON1,NDNON2,CHIFEAT,CATSIG1,CATNON2,BATCH1,BATCH2,LONG1
58_2,2,2,374,58,10.948128403753447,14.917276730527043,10.332793426893152,17.081235640675175,0.9226891693317407,b,3,20.715296101603165,19.734262065973986,13.132283569382347
58_4,4,2,320,58,15.129315138391174,19.69786687625004,8.367883791264347,20.03732516165183,1.1700727239190032,c,1,20.08167142116706,20.28471716792852,16.491558377945193
58_6,6,2,384,58,8.684092866597378,21.90406928943603,9.630433754154822,17.3423065966172,0.17107924602929767,c,2,19.971320451792902,21.194176029672143,18.22510158738183
58_8,8,2,236,58,11.622029104351727,17.345221799484513,9.94444833030857,19.377705701041926,1.627149978362684,b,2,19.015853182059793,19.151264404963705,22.73779616204679
58_10,10,2,348,58,15.755498347413322,21.35183132472693,10.871273890543497,14.126687643424933,1.6079002270754197,a,1,20.428218578379376,20.058374620530852,20.001524540481856
59_0,0,2,606,59,12.77823873865222,20.162797372234444,8.80867687661804,22.4533082980674,1.4956836237319917,b,1,19.8732555758434,19.736223143983814,13.030692182467124
59_2,2,2,558,59,9.236979947705269,22.74909179497683,9.681804817829793,25.314868847386684,6.502140865463079,a,2,18.75453403682152,20.448270773191858,12.431146138169689
59_4,4,2,577,59,12.888133091588752,15.825037686272353,10.406831917749534,26.569427618791757,6.225263192716618,a,1,19.44215778402977,17.180779014537446,16.431274859055222
59_6,6,2,503,59,13.973436022038538,16.050045392979374,8.408337790417505,24.803807541032054,0.7533044175429296,b,1,20.10220001752195,19.32602011258593,17.919154947385916
59_8,8,2,538,59,14.725680437667526,21.50079528093582,9.408329522039162,17.218441488088086,1.9781223766237377,c,3,18.922757866021865,19.59684796842361,20.74099260320266
59_10,10,2,552,59,5.4362642531048735,15.832441384313583,10.432174074821228,21.010436954339845,2.8157332905429286,a,3,18.60405170515084,19.5301925152368,17.22331708521195
60_0,0,2,549,60,17.466561822256857,20.91199665863718,9.907015376990538,24.854868977387135,2.9880676482669832,a,2,20.115897512335838,19.14820565642758,10.572461930684794
60_2,2,2,536,60,11.821079199214564,17.51722892829057,11.461167235168116,15.209800616878395,1.5119967521279334,a,2,22.053083658136153,21.144585260526135,12.831238105194162
60_4,4,2,449,60,7.128355181276891,22.874205743316537,9.551846789140878,21.355168051969226,4.796242377668115,b,3,18.835897880251153,20.61190765991382,15.596641293727515
60_6,6,2,571,60,15.24104735584839,16.4372737681029,10.569302990317732,15.084913834070573,6.037588957395166,a,3,21.405701244272397,18.923009139420028,19.867342324569282
60_8,8,2,450,60,13.431369951686898,16.50749979740379,9.426538554562377,20.44074933691771,2.2186474455706597,c,3,20.62646425400964,19.424104207020417,22.415412104709322
60_10,10,2,553,60,11.557525946043526,20.555257266511077,8.71261463466508,25.542100279650715,1.935141947176131,a,2,20.130946736304015,18.8630242242233,23.515163928370825
61_0,0,2,375,61,14.600703094993632,20.467904461462865,9.473660208199313,25.284082787961864,1.4860201475037453,b,3,21.625614606611403,18.59740448659914,12.271319564639304
61_2,2,2,560,61,6.633593817518514,20.48255575811975,9.671714991872474,11.278659867048578,4.619719319250788,c,3,19.82848555016855,19.940273307185464,12.080828398414713
61_4,4,2,312,61,8.446209738776165,13.99241005463708,10.986578843851724,18.460423819188993,0.9809510017177638,a,3,20.41485795015944,19.084726940553267,14.318101332770333
61_6,6,2,478,61,15.013260259091684,25.061364548503096,10.59386266305824,17.405459756237896,2.0146460534307717,c,2,19.780666557624865,21.075197878684754,20.42440635112408
61_8,8,2,357,61,11.35383780438118,24.670056749746536,12.031328396825621,19.066922550239457,0.8631352640338414,a,3,19.159197284628764,20.80327999881785,24.46307561032946
61_10,10,2,403,61,10.342443312806754,24.558434734243157,12.12720070361154,15.6836783655754,2.859726238978376,a,1,21.129887866662113,18.4519006123879,19.09720424927815
62_0,0,2,549,62,12.013072780841227,16.369916807228194,9.659522520233715,23.66430314338489,2.543343044652596,c,2,17.73416791329789,20.01455389336507,8.964343404308392
62_2,2,2,510,62,9.580370084826418,16.331312464362842,9.775967002466182,23.74395999411575,1.3978319213940045,a,1,20.268304720036042,20.814319037287238,12.75614644101882
62_4,4,2,427,62,7.436563323330235,21.150150400179108,9.718201601143548,16.476864970358747,1.7096783150071824,c,3,17.977209435716606,18.203953161879955,15.756306827040758
62_6,6,2,416,62,12.49556327971147,19.92776360150197,9.083929446976343,16.420546633802438,2.9835857907052654,b,2,21.289343792207312,19.538739555562497,21.55527723456155
62_8,8,2,253,62,10.591986837692675,20.240938925032143,10.27680160995855,21.48332169680074,1.8841013288212223,b,3,20.078753151178947,20.634060111653255,23.59053296141037
62_10,10,2,388,62,12.236373856221412,20.94818977205916,8.698587796517462,21.812607190696323,2.8437645455423133,c,1,20.434686902138573,22.089585864913396,22.889246166401673
63_0,0,2,437,63,8.92455693787546,22.46834260170976,10.267643860829546,12.217145903964065,1.9711289913929322,c,3,19.24311589435239,19.643912668292607,9.82415837766857
63_2,2,2,458,63,10.622825786380876,15.839186334340503,9.219937899277888,18.105764596754454,0.6800650529964989,c,3,20.186072852914076,19.153662960040535,11.429802766656001
63_4,4,2,397,63,13.85774592122297,16.216580173783786,11.57893303551319,27.9093093884128,10.705966669580748,c,1,20.11166429533935,20.902059573375958,16.318634296244323
63_6,6,2,381,63,12.265003046121738,16.854751683453806,10.897303111883755,24.433961402271308,2.648495950907259,b,1,20.082276594402376,20.12376086966705,19.153828096423588
63_8,8,2,356,63,11.909441099059467,18.62682280445955,9.318553476238067,17.305914810740425,1.115971598338327,b,1,19.609483570483746,19.253382731198514,23.166897213856487
63_10,10,2,443,63,13.992483436083969,14.961414091390319,9.50931434108755,21.0153519649021,0.6693328755684832,a,2,19.739531135245844,18.00157767053539,18.885893610231882
64_0,0,2,529,64,10.231857184751604,15.398359990544154,9.399173195320163,19.258017807203686,8.183919132178026,c,1,18.252079964103185,21.516351208043453,11.451315017157414
64_2,2,2,542,64,11.405015031475296,16.14388854047496,9.545206875423622,15.251020983914744,5.118328653500982,a,1,21.018204030154056,21.4120642172076,11.073554647609573
64_4,4,2,457,64,11.46864290899754,19.042707391581825,9.536992482569362,15.450628718156947,3.439400993934416,a,1,18.841604219131384,19.469233578546067,18.339848238275575
64_6,6,2,457,64,13.301011271422587,17.189389636753482,9.713192898357365,21.36211181365394,3.149305374577833,b,3,18.96646627305307,21.06227220802751,17.854647516753754
64_8,8,2,462,64,10.87631923755414,15.087627555876772,11.329082365490644,26.761247137901158,9.755044808143513,a,2,20.959598212421184,18.662231192007127,23.304200515514474
64_10,10,2,538,64,14.145205018012373,20.382616239878992,9.813847630568771,17.447767764841895,0.2777288300096614,c,3,19.36858241664086,21.08194520951406,20.136991996255166
65_0,0,2,636,65,14.923433858629616,14.741042093514361,9.584105150659404,20.172588450177294,2.7264852581142267,a,1,21.938824535210557,20.747757681012832,12.610841008039753
65_2,2,2,521,65,13.517843383404426,20.871591411736972,9.935530598817472,25.08875567957074,3.5794723807219646,c,1,18.43022908695323,21.92096305576602,11.353902852086252
65_4,4,2,562,65,16.8261670501365,25.855414966549958,9.993019735909485,26.605927534625067,0.4288856793844179,c,2,19.647150746018188,19.28089733035928,16.53102760043466
65_6,6,2,554,65,16.65163243913455,21.075913839735797,10.102197219220288,14.907077066562238,2.418909450618104,c,2,20.134124065698526,19.025470949491194,19.030080710547086
65_8,8,2,462,65,9.00894440551108,16.03839129194745,9.01994160107405,23.584442405243422,5.090148184634258,a,2,20.350005896846103,20.114157375406812,24.357079716722264
65_10,10,2,432,65,8.38082339463721,16.339007727297354,11.243833065485141,29.464837892769083,6.438106097447659,c,2,19.92807793095001,20.50592244866209,16.703085982801667
66_0,0,2,575,66,16.54623277636708,24.37260510976792,9.61815859719848,13.340136551313083,2.36239974113901,b,1,19.824434293169137,20.3112043808989,13.696623661528966
66_2,2,2,519,66,10.660883399470862,22.69764025363971,8.75593527426158,21.71973352143231,0.4087004499878345,b,3,19.36696561578233,18.06086521830362,15.344104930404596
66_4,4,2,421,66,14.319798232275872,23.21219353161162,10.114169815592112,19.50785176234117,3.5754273217845896,c,3,21.188840473737898,19.697816495699932,16.951990388846063
66_6,6,2,406,66,15.041285699707627,24.53546036798924,9.696646548358434,18.296329051888414,3.007906863723769,a,1,19.578685645030376,21.018696104333753,18.688446585313404
66_8,8,2,488,66,15.275263773291845,19.92796472602066,8.127996369005007,24.91922007515273,11.30409154195307,b,2,20.717106713407215,19.21264599328239,25.193586810115455
66_10,10,2,425,66,14.39884815353934,16.40488065768919,9.647976899655154,18.68616490201457,1.4372007284762987,c,1,19.242757191234762,18.799247079698382,21.844518349334123
67_0,0,2,512,67,14.347044339533488,18.659110610924593,11.187660924730482,17.543147391050258,2.025743498588017,a,1,21.45844106544932,20.383069484120803,9.903084161601996
67_2,2,2,442,67,4.99745558309619,21.803316807091356,10.367375329047363,21.67950855297699,3.0226477996332655,b,2,18.63833380303943,19.101774981556936,11.339940400553004
67_4,4,2,506,67,10.3017482671737,21.130091730053465,10.24988325879378,21.689763557323378,1.6335975878915898,b,1,21.66884102511064,19.89036368555206,14.201895157580603
67_6,6,2,430,67,14.737994920661375,19.308831690565857,10.151897968012982,17.98855918665819,7.526227965288018,b,3,19.96885048454002,19.022916234706,18.889475958652454
67_8,8,2,410,67,9.903937696876342,16.133496923104104,8.698438356714236,17.052928807674114,1.5945619481693112,c,2,19.23523104581584,19.995556902976592,24.512161830052953
67_10,10,2,550,67,17.06891578240866,22.957903565037377,10.808821625165045,20.494182987610493,1.6665407301790178,c,1,19.144872012738468,19.545142038289615,19.22127255687917
68_0,0,2,441,68,10.631328834127597,22.838653467566797,10.881815221902773,15.196206043655767,4.142507757002169,c,1,20.95943617897155,21.47662018583225,12.088839159558681
68_2,2,2,413,68,8.29921440885645,21.688208408737577,10.518223269684174,24.3556179149201,4.527095281681316,b,1,19.370039246653292,19.953600232027675,10.16968724597351
68_4,4,2,363,68,14.008410757458966,20.219639479751795,11.554218952902136,24.169781154632076,0.6522087250754861,a,2,21.652900428213695,20.68546576220411,15.136662780951552
68_6,6,2,438,68,13.463450861601,16.505194579057324,10.155492951230922,20.41030727237674,1.5722586376268848,c,2,20.749952313704444,19.11711859912554,17.66445521542547
68_8,8,2,350,68,15.849141130855788,15.113644494544403,9.270819786917425,12.57443935190017,0.6783818236063637,a,1,19.026698682158678,19.015574497894413,20.845589971401658
68_10,10,2,465,68,12.269316792946467,22.71397285791758,10.395093093956056,16.54057858858326,3.090619221529103,c,3,21.389156368154396,19.74197546599188,16.4064631454768
69_0,0,2,511,69,10.23134287427802,16.67139731216622,8.193695494822272,21.63002620643353,2.5030735365875443,b,2,20.722764391092333,19.064070937826973,13.966763407161533
69_2,2,2,393,69,12.838067923867063,20.174443250278365,9.468244765364178,20.410596852419697,5.2216555669627605,a,2,19.277163049155142,20.17058131890405,11.005350734263438
69_4,4,2,362,69,12.98779450575015,23.91033481480407,9.451235890774337,20.536657152349793,4.528517831532499,c,3,19.687454474101564,19.55870410633924,17.095591359820368
69_6,6,2,335,69,18.258832200080377,25.955944762868462,9.87687712711798,21.070030644343966,8.56482674269634,b,1,19.205592163075078,21.997141614779792,19.085093976870606
69_8,8,2,316,69,10.937999804281038,22.260682627530237,10.052514320733641,14.101699259152113,1.4010290447359375,c,1,19.936144800024874,19.04717008826813,26.05951169278709
69_10,10,2,239,69,11.108697652812172,23.536107858649423,11.452328621561026,15.067830191473233,1.4994217114886157,a,1,21.12472518203646,20.947351069234962,16.84453505554553
70_0,0,2,456,70,14.724060211481364,24.376561453228945,11.73625771635165,28.38999608041479,7.915575590566566,a,3,19.26655604470169,21.249938772633815,9.481129514223671
70_2,2,2,508,70,9.73015815301748,17.785480575939363,9.90415920146377,26.81002954141036,2.963965055421933,c,1,19.945141274792256,19.641100757004914,14.139500900720732
70_4,4,2,502,70,12.665457628065075,15.964527294293228,10.623893004185717,16.121773790745166,2.1233026368508994,b,3,20.454196279981943,19.509443560263456,16.571374943142004
70_6,6,2,529,70,10.097354622138752,22.180360543187867,9.53800130694769,19.299353256974076,5.1200998097454296,b,2,21.376059968633083,20.108030442650705,17.532510695305234
70_8,8,2,421,70,10.034567977905343,15.381334480018854,9.55994425086819,16.817364151231974,3.208530160742494,b,2,18.866016550900945,19.995051911045735,22.957964641926413
70_10,10,2,366,70,14.238148326664078,21.571001375374507,9.56070552500485,16.660825068551162,2.7710355983046018,a,2,20.067513856213065,22.118538667390858,19.011000137776467
71_0,0,2,541,71,11.646116276622235,17.10769730966497,11.04622489378442,18.577453102733376,3.318759595615781,a,3,19.114718598069352,20.18483270427062,13.09217098341519
71_2,2,2,454,71,14.111143107950781,19.10924287395948,9.9525005372311,22.988293721076815,7.745278195539875,a,3,21.392349259670024,20.536007256829556,14.111798649568824
71_4,4,2,469,71,16.5826552301587,17.040145339024203,9.206398481382376,12.575421518185067,0.9104974264425377,b,2,21.65746950606236,19.207950998129423,15.908470830947577
71_6,6,2,575,71,13.931071131199753,22.887316608436684,11.763384403447217,29.652544410434892,0.3462391860943329,b,1,18.624923755492684,19.7921744867306,18.23432825125306
71_8,8,2,611,71,9.673219579652546,27.009800286642218,10.537547777103912,22.963448809739162,0.4739310755293101,b,2,19.97240228905836,20.554418815138153,22.094458930482784
71_10,10,2,456,71,12.420708554896711,24.148910104945255,10.590269851441148,21.513222810829905,2.4029270053376544,b,2,19.9843762682065,18.75584907086743,18.260216730092605
72_0,0,2,520,72,14.742009718664763,21.532853896620303,10.21314186492164,23.74339663352705,3.6339096716843224,b,1,21.474819076432926,19.96454680754032,10.51650061445361
72_2,2,2,479,72,9.13787741119028,21.689513278983355,7.735527918663102,23.88781236669359,1.4627174357200097,c,3,20.74331389571462,20.00430265411778,11.735563103511634
72_4,4,2,309,72,17.196541493949468,17.82871659235773,10.532011623970586,26.050688656154183,5.144634268003309,a,2,21.387894909849628,20.288867703552686,14.818299572528701
72_6,6,2,382,72,8.397831842764596,21.10942228594629,11.148190995867491,19.46216536747658,4.262340752495226,c,1,20.885124185075668,19.17550891040364,17.166243494506034
72_8,8,2,434,72,13.264195239384145,23.43819138366794,11.688848390230874,24.4460802996073,0.6032772042573462,c,2,19.6634381868025,18.981876758273057,22.627164413157036
72_10,10,2,326,72,16.083088054348277,20.27414430117218,9.817601235707855,11.246410072595175,1.2236086107081305,a,1,20.739141878267688,19.03620128085726,20.601110681643505
73_0,0,2,416,73,12.254922449023598,21.763465168891795,9.361611235048315,26.886839180039996,0.5773051886300314,b,1,19.577858855348182,19.373008178075434,12.093619715181747
73_2,2,2,480,73,15.64687811438156,20.231121687545876,9.031440294657898,26.263622586421498,2.4902638323020705,a,2,18.822578647030667,19.452447061390394,14.836614480716584
73_4,4,2,570,73,10.593224242383984,15.592649508132304,11.589618282455254,15.083544974066985,1.916612056507046,a,1,22.453356283163508,20.62580747845797,15.19832862113876
73_6,6,2,420,73,16.08545284188382,19.295509071482698,9.058268566332684,20.461869354296372,7.2497279066282525,a,3,20.566924013917266,19.23216218625812,15.482512621108814
73_8,8,2,425,73,7.91359236364249,17.70841284230386,9.738571911119655,17.57650613021291,4.549751986827203,a,2,19.05677912660847,19.37888246467723,22.041004948820927
73_10,10,2,430,73,12.778187242617802,16.13014821027397,8.260263456251963,24.193595257604837,0.9306298641036937,c,2,17.266343781296776,20.527047504163008,22.02977550946095
74_0,0,2,384,74,13.624203258409656,21.848568722579955,9.887182762087653,23.588493339573144,6.912472987873909,b,2,20.77281271635881,20.268956201637785,11.709764866305568
74_2,2,2,360,74,13.282794599930213,16.56978353977754,9.470632422757653,27.278563687130543,2.0069338704895667,c,2,17.156670452840544,21.186768258067655,12.671002859478243
74_4,4,2,276,74,9.470542391130023,18.82689474126403,12.043796810006908,12.8237283804764,2.1066648329444675,c,2,21.85312934525636,20.79929126179734,16.40443013269691
74_6,6,2,318,74,12.995782521591648,22.183321474231636,9.864565608506574,20.334605389064635,2.1584521076539644,c,2,21.059203842950197,19.388633903410657,16.12393852403745
74_8,8,2,337,74,12.44810675189683,20.028670499509378,10.150830811052804,13.019140372808792,4.131181350677739,c,2,19.277224291714788,19.624376067842626,23.818271041155143
74_10,10,2,391,74,20.669496776742136,23.368103171276452,10.9824817309047,22.90752897650239,1.1175893801941823,c,1,21.438672387970968,20.586233466164778,15.754495009486131
75_0,0,2,513,75,9.285811369334716,23.898160956576362,10.35574991396368,18.032565155756544,8.98086849584543,c,1,19.83324368762982,20.10551512138383,11.805668595862192
75_2,2,2,550,75,8.496523538990445,18.110629865215603,10.479875772799133,24.708071169854,2.0657679925581496,c,1,19.085012663583402,20.700426496753362,11.950991041528713
75_4,4,2,423,75,12.658295798257493,15.26371096417633,8.260992468345666,14.086958160565093,8.217961439687226,b,1,19.77306942414858,19.3899222766951,15.712424726688266
75_6,6,2,631,75,12.387380283498066,17.23009370791594,9.823718311358807,22.763149561824967,5.149413928001969,c,3,19.151479916544083,19.090205457312322,19.543410253468412
75_8,8,2,446,75,11.029952584452618,18.074555199554215,10.131594308710213,26.522620809783714,1.0995145931198522,b,3,20.753655403862115,20.364937812282758,22.669959509806702
75_10,10,2,445,75,12.626506862044948,16.176494347067184,9.506033770603718,24.636563549547077,2.1043678851603964,c,1,20.683612639401446,19.625140588690364,21.121546491186297
76_0,0,2,588,76,13.293503443667511,16.678771090527622,10.460844183316857,24.845352039510882,2.6408177569274107,c,2,20.231514556668774,20.58756891414686,9.18722439621771
76_2,2,2,529,76,12.101887771801312,14.105637573696901,9.457352919706906,7.822806520523429,1.08151116134949,b,1,19.75988213752526,19.803332887941203,11.685316011203101
76_4,4,2,518,76,11.13121439826409,24.57734313480093,9.230043034291326,18.72798366700498,2.0948409898554075,a,3,18.840983053462054,19.904638790076884,13.238673622840079
76_6,6,2,505,76,8.28896001816021,19.105908897410618,10.093044636319478,15.040847009346653,3.520644534321064,a,1,18.543646183254015,20.292251768093983,18.172443537459817
76_8,8,2,609,76,16.350541220256783,20.185340430818535,9.958191787205832,23.015492000634165,9.734098526207825,c,2,19.94612680780381,20.795860757720725,21.434629164404924
76_10,10,2,566,76,14.92640814410363,22.510750736438915,10.885666916887306,26.637948819713593,0.5807459761591006,c,1,21.35437502307295,20.63050393691683,19.607138227289152
77_0,0,2,516,77,14.557308156127284,22.30259060510936,9.528853263616062,12.382939518815485,2.2182540396188135,a,3,19.184257783727848,20.74932029762654,13.776859879890559
77_2,2,2,486,77,13.399063063365046,15.665510000526352,8.91524809754619,26.22962181396207,0.6930362567059802,a,3,19.72988421588658,19.59938684886141,11.026228996867399
77_4,4,2,436,77,8.310904702426843,15.511335044110124,9.549321705192067,13.104844758522328,7.011692270551404,c,2,19.781185918201878,19.235294236020074,16.915817697818515
77_6,6,2,529,77,8.472897056510956,24.439128204650277,8.999921144725954,16.813319936305106,4.857160123050507,c,3,18.701616459623366,19.374514359458953,21.456136676646242
77_8,8,2,366,77,12.835801510494818,20.75991126963004,8.518017471213762,20.500029392876872,0.20674991370465995,c,1,18.694774383413193,21.207384530076048,21.992263026567006
77_10,10,2,472,77,12.796236244933851,23.66660190748612,9.916767339112202,18.950149361057015,2.372921727715976,a,2,20.578120606866538,19.58825420189242,17.846944368238628
78_0,0,2,623,78,7.478500861307443,19.81382630970975,10.622308765740677,15.840269457899495,0.13927375236592718,c,3,20.546229922134557,20.39767819179017,10.366151844530869
78_2,2,2,431,78,8.789399245956295,19.71132756003677,10.884159066876,29.125814696327758,1.2841494161423423,b,1,20.72701601700803,18.900747562460225,11.74756580203454
78_4,4,2,642,78,12.25613477668048,19.668224860853446,10.219762035484214,14.397783096567437,2.4576497051104287,a,1,20.49395736241638,21.89305924376616,14.722509250705425
78_6,6,2,503,78,12.3490344638704,20.112196669296242,9.995617314342105,21.268713880128956,0.6312168270760936,b,2,17.991811767913262,19.594669895216164,18.16692313552021
78_8,8,2,466,78,12.779900076916075,14.410057109224102,9.77614738260739,22.681165646419746,1.313815558021938,b,2,20.84645961959647,18.880716931437977,24.918580515709476
78_10,10,2,484,78,14.685684869946419,21.967421309073288,10.407985892462802,29.07725159236267,1.1657509189485966,c,2,20.096293421640567,19.8883406599559,19.087715674171367
79_0,0,2,769,79,10.226401762220705,22.627061040093018,7.853453557015554,31.955935874346004,1.5479775709360497,c,3,19.655977803001658,19.58372354128185,10.244386847008498
79_2,2,2,536,79,14.214619562254462,14.438841640037019,8.692362901086135,22.36307458721941,1.1420901072389362,b,2,20.409565865485824,21.115417652904792,12.659202782187586
79_4,4,2,463,79,9.715049340251394,21.04985642187888,9.409396840244886,20.33698262892461,1.1385537956782832,c,2,19.57105110869418,18.154336938074756,16.526031876079838
79_6,6,2,526,79,15.601521122352269,24.299892405129718,10.181609855128173,29.099738035102096,1.636392416699813,a,2,19.510616258330792,19.37543439782032,18.716980771664776
79_8,8,2,504,79,10.548719271158314,23.265297446884766,9.406131288008414,19.282623051251722,5.266399853781369,c,3,19.717140200395292,20.940336458591656,23.8464702165083
79_10,10,2,484,79,7.641426055073506,21.260701226138007,7.967516801579617,20.604958900243982,1.3315417818374595,c,3,19.4827949439509,20.2164265010991,13.931504355567967
80_0,0,2,651,80,13.812589942322209,16.088495948916957,11.874200723453091,19.145404592657673,2.469645844050723,a,3,19.87103223356465,18.739554281371607,7.121020009415087
80_2,2,2,486,80,15.820167156232227,20.98070572731052,9.522245240212897,27.764461091243057,0.9242851344633838,b,2,20.559367428833845,19.526311454970816,13.702336638648516
80_4,4,2,350,80,8.881417231803468,21.732166462139364,8.638046400073842,25.074310168061977,5.99562451662563,b,2,19.566663525901312,20.45641971205479,14.919856622006288
80_6,6,2,388,80,11.605273180311867,20.14668872998658,10.109222394866755,19.132181092456012,1.7853270918887765,a,1,20.63380553796383,19.70625769860898,18.591458682974906
80_8,8,2,504,80,16.814324424772444,23.95798437966217,10.691937726596905,23.61880450606639,3.2388092210831076,a,3,19.664827848908654,21.165034738294928,23.306779807034296
80_10,10,2,441,80,13.706172518529344,15.539046448738043,9.592095167015525,29.734566194195057,0.5038679369450079,b,1,20.407092340379,19.074632305906288,19.86819085183217
81_0,0,3,459,81,18.24694453189332,29.6995281503321,9.994860994118417,17.49811441658704,2.000243428402107,a,2,24.741231283427947,21.69094915521943,10.359998127069844
81_2,2,3,419,81,19.59750333348074,33.9142599465441,9.294949604804378,18.90132390277014,2.308081464287573,a,2,26.910869217582636,22.044368513103873,13.23458300620088
81_4,4,3,365,81,18.076134867170865,27.178180976905637,10.802343088341841,18.04726273316871,1.3339408682765252,a,2,25.85368722142512,21.18555061179384,14.432845926420166
81_6,6,3,345,81,19.18768167924262,28.498392937550044,10.25835577799888,24.056865773402272,7.673819630398259,a,1,26.123664423660685,22.71760443666256,14.972567558416861
81_8,8,3,292,81,17.48456898551523,30.049640143878523,9.895123496300858,20.66752976415346,4.8945507099036485,c,2,24.883360786564673,22.557245411061647,18.27581419526182
81_10,10,3,494,81,13.628653203599363,27.8607258738082,10.449256543093224,18.806274839152053,7.651022904588107,a,3,24.63328607635403,22.185701298108125,21.022212590131407
82_0,0,3,449,82,16.03838444444255,31.87040233554034,10.083191706204255,16.18750271016615,2.189854272917394,a,1,25.69524110691639,22.402401200644373,12.854793486378691
82_2,2,3,401,82,15.813512778798245,30.257045403056285,10.930668405938503,12.856117852691685,5.678224287943107,a,3,24.52491449042281,21.79496376716902,13.344426511009743
82_4,4,3,456,82,14.071437958985117,33.608518969897474,10.995564206880413,13.52520603794378,6.757418860295727,a,1,24.794742559979248,21.44871952407111,15.331343034564318
82_6,6,3,319,82,17.9529931250717,31.66420835409411,10.021154994306452,18.38640436944515,9.640497182092579,a,2,26.77039557241973,21.36689699950329,14.972284932589371
82_8,8,3,423,82,14.007175377418527,31.078264203637957,8.966414330671366,20.715551995026484,2.5911760422949026,a,1,24.94639240216906,22.34640108819361,16.474951631306403
82_10,10,3,389,82,16.295256761566513,29.785505424543185,8.052201234350056,18.44454282696883,7.6036208083404535,a,2,24.98738491641602,22.57677100324165,20.317821654165712
83_0,0,3,443,83,16.144845570725998,30.484614767538687,8.53585418531446,18.17568128536445,1.704479359773029,a,1,24.355509702126064,19.886462169997117,12.064430604102245
83_2,2,3,435,83,15.0415497331544,29.617035045043654,8.544615823590856,16.92151040181331,2.753157084300019,a,2,26.580029370095737,21.36241653927348,10.599665235191692
83_4,4,3,399,83,18.18606338513058,28.542519854783976,9.781697582916586,15.230111790289982,5.74156061066079,a,2,26.425803992073675,20.723027195555932,14.19586690330787
83_6,6,3,461,83,15.61039366246781,32.08894051863954,11.085322971588045,13.352546587560076,4.719750470744454,a,2,24.599952374004236,18.15360256659417,15.820258847775042
83_8,8,3,559,83,13.983603136705137,30.84929533892567,10.722953639934683,21.905505490161197,7.191072519987323,a,1,24.698434725544807,21.315999106036816,17.75424188347186
83_10,10,3,421,83,13.55099530363041,31.59485601362412,9.81842172953393,17.269510393838335,0.6417829507447098,a,3,23.912935145040198,21.902129840577953,24.060204849134532
84_0,0,3,550,84,15.46617084119631,33.41669160409139,9.63654901956539,19.951802743504402,2.4215134063523465,a,1,27.31061918770004,22.519085457611713,9.647026615316175
84_2,2,3,440,84,14.47324394020627,27.701978486545144,10.480504538009434,26.209645158709655,7.045520633478936,a,2,25.32436094885206,22.79364803763413,11.240939867738119
84_4,4,3,539,84,17.888253978659073,31.677859726577413,8.009399130665887,21.826646427407642,2.738466295736429,a,1,25.138034785583883,20.468840850845496,13.289315592828014
84_6,6,3,481,84,13.937706796128195,27.89862707012422,9.750704713289295,19.314749579371355,2.992142445998537,a,2,25.989567221018344,22.482677176330046,15.892683281578435
84_8,8,3,512,84,12.742906914550357,26.85488731215918,10.189418499483057,21.075582808839208,2.394757377391704,a,2,24.556733156963546,20.904150452173948,17.887012130831316
84_10,10,3,561,84,16.849759519920966,29.0464001522571,9.805150801451738,19.05611904957202,6.51448049661533,a,3,25.348726886203984,21.74514116608507,20.589686929899216
85_0,0,3,504,85,18.88432407276308,35.38773421542954,9.838132067297204,12.246149522498714,5.011075668269708,b,3,24.95092721347429,19.642775421080007,7.028425988783482
85_2,2,3,545,85,16.880405887869983,27.65016343204686,8.478107675895448,16.864315582289905,2.305066321929696,a,1,27.071344058643717,22.76578371195756,13.300763791313805
85_4,4,3,479,85,18.077712711689355,29.098317400668947,9.93593867289896,17.144891697458608,2.24424068090747,c,3,25.695009020790664,21.988000568599478,14.817321648373108
85_6,6,3,423,85,15.753276121858518,32.421325107932475,9.541995107266436,15.08759542506646,10.34624586600333,b,3,24.435165900833628,22.56384709270762,15.039581304598528
85_8,8,3,464,85,12.028245414260512,28.807251369856274,9.830545614682855,18.067964569734237,1.3328033233768999,a,1,27.04123594945947,20.753860253696534,18.71432171044956
85_10,10,3,537,85,19.190763459324653,27.87103822087203,8.996139201570955,9.480090657968416,0.6569164606596893,a,2,24.30864204474076,22.9762094033457,18.830494580090487
86_0,0,3,451,86,16.08819880863994,28.162977908950474,10.440750814439333,22.57967632072929,2.6347286990996155,a,1,26.61996342630389,22.3296466781976,11.168828710024464
86_2,2,3,495,86,19.01817225230117,27.913822003610743,8.958239212173151,12.557662778997276,4.281300273037467,b,3,24.83852735694466,22.895598632323175,11.408803675964709
86_4,4,3,369,86,16.8889055177142,31.384131358221218,9.385507422073816,15.487839540192226,8.955652392501277,a,3,26.405321189951188,22.842583014194616,15.279828220685657
86_6,6,3,411,86,16.175174223244415,32.05905189257009,10.290893293668253,18.081062518506155,3.9592615134548015,a,1,26.71262147378496,21.9125456439389,14.351746365479128
86_8,8,3,439,86,15.458669371835489,30.34187845831441,9.141071212468477,20.634993092059776,2.1516463302890645,c,2,25.176767138949817,21.88776447440744,16.631436166231698
